index,uri,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,duration_ms
"cemetry gates - 2011 remaster, the smiths",spotify:track:03yOjwHoOPDlTUg0NRxN6t,105.354,0.55,0.7959999999999999,7,-7.007000000000001,1,0.0306,0.151,0.0,0.222,0.622,4,161040
"bigmouth strikes again - 2011 remaster, the smiths",spotify:track:2OErSh4oVVAUll0vHxdr6p,134.799,0.401,0.9009999999999999,1,-5.011,0,0.040999999999999995,0.0704,0.0,0.5379999999999999,0.8390000000000001,4,193320
"vicar in a tutu - 2011 remaster, the smiths",spotify:track:59cZGLKHgcYWd0z4fvtikE,124.917,0.495,0.882,4,-7.272,1,0.0362,0.0015400000000000001,0.0,0.79,0.807,4,144213
"some girls are bigger than others - 2011 remaster, the smiths",spotify:track:3znapZvsInnCVsDERDUaM5,161.798,0.525,0.927,1,-9.561,0,0.0547,0.0025,0.000799,0.21600000000000003,0.308,4,197800
"the boy with the thorn in his side - 2011 remaster, the smiths",spotify:track:6s1lXoCa6EmIGnr0GrwcJp,118.962,0.514,0.87,7,-6.516,1,0.0419,0.20800000000000002,4.1e-05,0.524,0.847,4,196627
"arsonist's lullabye, hozier",spotify:track:1UWhx0pFZccP4jdCIZsj7U,64.831,0.46299999999999997,0.373,6,-10.665999999999999,0,0.0362,0.6729999999999999,0.0745,0.11800000000000001,0.184,4,266547
"to be alone - live at the pepper canister church, dublin, ireland - december 2013, hozier",spotify:track:41JqWkBv5VC8bBP4I1uPDN,131.417,0.516,0.126,0,-13.132,0,0.0448,0.861,1.3699999999999998e-05,0.7090000000000001,0.275,4,310507
"someone new, hozier",spotify:track:0efT4YKQLQx2YHbp6vgRX8,183.81,0.446,0.5329999999999999,7,-5.955,1,0.046,0.42700000000000005,3.26e-06,0.332,0.58,4,222813
"to be alone, hozier",spotify:track:32G6qOwK5SuBEA9D6pth34,67.048,0.5760000000000001,0.44299999999999995,0,-6.52,0,0.0255,0.402,0.000183,0.141,0.258,3,323640
"from eden, hozier",spotify:track:2XRCxFtPqSsnY94jZCFuYu,142.215,0.39899999999999997,0.672,0,-5.506,1,0.05,0.584,2.45e-05,0.11800000000000001,0.285,5,283467
"in a week (feat. karen cowley), hozier",spotify:track:5F55SiWwEEytk6vsQXHxQW,131.39600000000002,0.46399999999999997,0.26899999999999996,0,-12.14,1,0.0311,0.7909999999999999,7.68e-06,0.139,0.184,3,318493
"sedated, hozier",spotify:track:2YRJxFhJQQvUsf14rXpvBD,86.069,0.6609999999999999,0.5920000000000001,9,-5.215,0,0.027000000000000003,0.184,1.88e-05,0.102,0.256,4,207667
"like real people do, hozier",spotify:track:7K6LFPfjdnN6QqvGzhvpRO,139.941,0.54,0.17800000000000002,7,-14.33,1,0.0308,0.9209999999999999,0.377,0.106,0.145,3,198027
"it will come back, hozier",spotify:track:13CyXxYgWD9N5KwWqRYU1U,86.42399999999999,0.501,0.446,0,-7.7,0,0.0338,0.379,4.83e-06,0.159,0.154,4,277653
"foreigner's god, hozier",spotify:track:3kR1DF3AAFCzOtzMIErJ4H,88.866,0.503,0.445,8,-7.624,1,0.0292,0.163,0.000475,0.111,0.382,4,225227
"mojo pin, jeff buckley",spotify:track:3wBy12K7BHKHJspUwJw8fq,141.733,0.298,0.41600000000000004,7,-8.355,1,0.0345,0.0971,4.89e-06,0.0709,0.0494,4,342813
"last goodbye, jeff buckley",spotify:track:0y5CnV2idm2KkQEudDjfDT,86.934,0.541,0.8290000000000001,2,-5.045,1,0.038,0.0256,0.00043200000000000004,0.233,0.516,4,275720
"lilac wine, jeff buckley",spotify:track:1StXVL5gClph4z4XzanYko,96.039,0.312,0.0849,7,-16.414,1,0.0374,0.8270000000000001,5.36e-05,0.0938,0.0673,3,272920
"so real, jeff buckley",spotify:track:6PBzdsMi6YNdYAevzozBRi,76.785,0.469,0.625,4,-5.381,0,0.0306,0.00515,2.0300000000000002e-05,0.0682,0.325,4,283507
"corpus christi carol, jeff buckley",spotify:track:4apuooN0LA5LZXeHog3nvb,106.38600000000001,0.32299999999999995,0.10400000000000001,9,-16.067999999999998,0,0.0382,0.993,0.00118,0.0762,0.12,4,176760
"eternal life, jeff buckley",spotify:track:7bf4nfz09yp6w7L7r9hQ1V,95.87700000000001,0.514,0.983,9,-2.605,1,0.0886,0.00179,1.22e-05,0.16899999999999998,0.18100000000000002,4,292347
"dream brother, jeff buckley",spotify:track:6q3wafztoGDT3nQYWVfyuO,94.819,0.532,0.516,0,-9.158,1,0.0255,0.105,0.000959,0.10099999999999999,0.161,4,326880
"everyday people, jeff buckley",spotify:track:6sUL8Kn4kuQysuWP1j8eSb,91.34899999999999,0.782,0.12,2,-15.380999999999998,1,0.0658,0.449,3.16e-05,0.11199999999999999,0.41700000000000004,4,272907
"don't let the sun catch you cryin', jeff buckley",spotify:track:22Ca9gdsPx8QsOGT2zorSf,80.179,0.605,0.0208,11,-23.566999999999997,0,0.0764,0.812,0.0,0.0884,0.204,4,242467
"calling you, jeff buckley",spotify:track:0TUFDBFzCh1Hnswo1uQgAH,93.331,0.35,0.0365,10,-17.365,1,0.0365,0.9009999999999999,0.0,0.136,0.0608,4,299347
"dream of you and i, jeff buckley",spotify:track:77Cz1l24NXfQZk8NhGPOXb,94.255,0.461,0.07400000000000001,8,-25.851999999999997,1,0.0403,0.8320000000000001,0.0040100000000000005,0.235,0.325,3,270173
"the boy with the thorn in his side, jeff buckley",spotify:track:5MiojfkuScUUFvs6NXrCOE,111.779,0.561,0.436,7,-10.915,1,0.0265,0.7829999999999999,0.0,0.17800000000000002,0.46,4,214307
"poor boy long way from home, jeff buckley",spotify:track:4m0JlwOyEj4xptMrolTCbY,100.50200000000001,0.474,0.521,8,-11.722000000000001,1,0.0387,0.7929999999999999,1.25e-06,0.138,0.6920000000000001,4,362613
"night flight, jeff buckley",spotify:track:4Q80MxcxQemEVM6TtTvyqD,95.139,0.626,0.446,1,-10.103,1,0.0342,0.733,0.0,0.0775,0.685,4,294867
"can't go back - 2016 remaster, fleetwood mac",spotify:track:6T2JbOJYYrIFQo7vRHknrD,74.171,0.591,0.775,8,-7.419,1,0.0339,0.0331,0.0552,0.102,0.9079999999999999,4,163482
"that's alright - 2016 remaster, fleetwood mac",spotify:track:01Ad3YljWv9gfMVYpn6cL7,147.518,0.5429999999999999,0.537,9,-8.884,1,0.0239,0.0582,2.2e-05,0.11,0.68,4,190378
"book of love - 2016 remaster, fleetwood mac",spotify:track:7hTZ6o1pppnZNWyAE0bjiO,105.711,0.606,0.557,4,-8.633,1,0.0237,0.0843,7.52e-05,0.10300000000000001,0.643,4,202674
"only over you - 2016 remaster, fleetwood mac",spotify:track:6zAwSWQywmeEFP11tK7t5W,166.204,0.503,0.43799999999999994,1,-11.448,1,0.026000000000000002,0.17600000000000002,0.00278,0.12,0.561,4,249995
"empire state - 2016 remaster, fleetwood mac",spotify:track:1jYMhxQ2OY1HavN7n5AyIq,123.76700000000001,0.73,0.5710000000000001,7,-10.435,1,0.0271,0.0811,0.00126,0.0937,0.818,4,172320
"straight back - 2016 remaster, fleetwood mac",spotify:track:1HTcOEY98iFng04Xw6Ku9D,113.87,0.6940000000000001,0.602,9,-9.575,0,0.0266,0.111,0.006999999999999999,0.111,0.8420000000000001,4,251573
"hold me - 2016 remaster, fleetwood mac",spotify:track:2zYCip88nwoF96SC7WEjJm,125.698,0.6990000000000001,0.741,3,-8.488,1,0.0329,0.337,0.10800000000000001,0.065,0.8640000000000001,4,225035
"oh diane - 2016 remaster, fleetwood mac",spotify:track:1LFigSqjQ4qrHZszOke4zl,140.083,0.715,0.637,6,-8.948,0,0.0346,0.349,0.0016300000000000002,0.0761,0.657,4,158535
"eyes of the world - 2016 remaster, fleetwood mac",spotify:track:0kk7A0C9XbKwgVbb8I5eVL,153.188,0.659,0.625,10,-9.043,1,0.0424,0.521,0.0137,0.0928,0.8590000000000001,4,226314
"wish you were here - 2016 remaster, fleetwood mac",spotify:track:3DDWXHK09mtVlVwmuHe760,142.13,0.46399999999999997,0.442,5,-8.842,1,0.0315,0.23199999999999998,1.21e-05,0.0493,0.365,4,291092
"oh diane - early version; 2016 remaster, fleetwood mac",spotify:track:6H5ilpw60eZslyZOfJL99U,136.483,0.8370000000000001,0.442,11,-9.318,1,0.0397,0.273,0.0019399999999999999,0.0302,0.8540000000000001,4,174820
"cool water - 2016 remaster, fleetwood mac",spotify:track:1A2zGNzyAv1gH579j8xlHE,138.539,0.39,0.121,2,-12.892000000000001,1,0.0298,0.888,1.1e-06,0.0944,0.147,3,202925
"gypsy - 2016 remaster, fleetwood mac",spotify:track:6iilHHsKy8xYF7AyTrboeL,131.71,0.61,0.7609999999999999,10,-9.972000000000001,1,0.0306,0.10400000000000001,0.00266,0.28600000000000003,0.784,4,291386
"second hand news - 2004 remaster, fleetwood mac",spotify:track:4SZhxF0sIS8nDvwhT0Tt2V,117.541,0.696,0.9420000000000001,9,-5.232,1,0.13,0.214,0.0049,0.0518,0.48100000000000004,4,176307
"go your own way - 2004 remaster, fleetwood mac",spotify:track:4xh7W7tlNMIczFhupCPniY,135.44799999999998,0.586,0.941,5,-5.138999999999999,1,0.0375,0.0167,0.000776,0.068,0.831,4,223613
"i don't want to know - 2004 remaster, fleetwood mac",spotify:track:3B1lK5gNppO22gQLozrxeA,139.34799999999998,0.722,0.6970000000000001,11,-7.03,1,0.0278,0.0633,0.0103,0.0675,0.9420000000000001,4,196853
"oh daddy - 2004 remaster, fleetwood mac",spotify:track:2wmr2A1ixEx9qViaOMkkkW,138.131,0.585,0.33799999999999997,2,-10.887,0,0.0335,0.505,0.000125,0.136,0.47700000000000004,4,236240
"gold dust woman - 2004 remaster, fleetwood mac",spotify:track:2ssyECwAX5JxtcAUTFw7wI,123.16,0.6659999999999999,0.599,7,-9.352,1,0.0305,0.259,0.000769,0.373,0.696,4,295627
"silver springs - 2004 remaster, fleetwood mac",spotify:track:4nZi6XNe36Ut4Nij3IQ1yC,179.014,0.348,0.5760000000000001,0,-8.388,1,0.0289,0.007659999999999999,0.0462,0.276,0.428,4,288787
"songbird - 2004 remaster, fleetwood mac",spotify:track:6DrXZwTuhl5Ow4mcmSWjME,184.298,0.389,0.0851,5,-15.477,1,0.0346,0.982,0.00187,0.10099999999999999,0.364,4,200813
"you make loving fun - 2004 remaster, fleetwood mac",spotify:track:55mQhobuwtY7lfLAXylg1k,126.57600000000001,0.62,0.604,7,-9.088,0,0.0261,0.0133,0.102,0.10400000000000001,0.857,4,216627
"big love - 2017 remaster, fleetwood mac",spotify:track:3pBj4EcASvEBCNNUXaf7Sv,125.37700000000001,0.7090000000000001,0.6990000000000001,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.5920000000000001,4,223733
"seven wonders - 2017 remaster, fleetwood mac",spotify:track:4DsFdZmkVhYjMAfEFctvqg,119.04899999999999,0.7070000000000001,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.10400000000000001,0.634,4,222400
"tango in the night - 2017 remaster, fleetwood mac",spotify:track:5Y5du84wNM20ZZ0DP5GjGu,111.038,0.609,0.489,9,-11.079,0,0.0416,0.0557,0.0009550000000000001,0.0682,0.41600000000000004,4,242880
"mystified - 2017 remaster, fleetwood mac",spotify:track:43TbxuSMutvAnWTCi0xieo,178.65599999999998,0.5379999999999999,0.35600000000000004,3,-13.790999999999999,1,0.027000000000000003,0.737,0.15,0.0871,0.584,4,189760
"little lies - 2017 remaster, fleetwood mac",spotify:track:4EcM86vNf0QIOGkpf4O0UP,124.825,0.64,0.649,2,-10.345,1,0.0264,0.21600000000000003,8.3e-05,0.0551,0.865,4,221053
"family man - 2017 remaster, fleetwood mac",spotify:track:02jrZxFA2nMEweoUc5UvX3,123.54299999999999,0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.8340000000000001,4,247133
"welcome to the room... sara - 2017 remaster, fleetwood mac",spotify:track:0moGExIxhhbxLtlVn2D9Qg,99.366,0.657,0.62,7,-9.782,0,0.0354,0.122,3.95e-06,0.105,0.7070000000000001,4,221973
"isn't it midnight - 2017 remaster, fleetwood mac",spotify:track:62gVYQO3xzwYHg3tvyYWdG,145.964,0.511,0.665,0,-8.529,0,0.0275,0.00162,0.17300000000000001,0.247,0.52,4,253587
"when i see you again - 2017 remaster, fleetwood mac",spotify:track:5m3EAk28nE4TbibeoCvtdb,80.01,0.539,0.171,9,-14.495999999999999,0,0.0265,0.863,0.0,0.132,0.0759,4,229093
"you and i, pt. ii - 2017 remaster, fleetwood mac",spotify:track:5njIsIfKDybWULkucnZwSf,123.59200000000001,0.7170000000000001,0.68,9,-10.667,1,0.0519,0.0756,0.000138,0.396,0.912,4,159613
"monday morning - 2017 remaster, fleetwood mac",spotify:track:5tHe4P0tNgFLG4xoEWucUq,106.88,0.609,0.8140000000000001,0,-8.141,1,0.0298,0.00285,1.67e-05,0.267,0.8809999999999999,4,168520
"warm ways - 2017 remaster, fleetwood mac",spotify:track:0rPCoC5DzT84GFTu94uRua,92.234,0.652,0.373,3,-13.994000000000002,1,0.0272,0.569,0.00263,0.312,0.457,4,233507
"rhiannon - 2017 remaster, fleetwood mac",spotify:track:3kZUnG3jVpgwh3TQFdTv18,129.516,0.728,0.598,9,-10.251,0,0.0284,0.22399999999999998,0.142,0.0988,0.797,4,250360
"over my head - 2017 remaster, fleetwood mac",spotify:track:1n6USEqt0PTV3xEeSmIzaR,99.00399999999999,0.562,0.5720000000000001,2,-12.992,1,0.027000000000000003,0.5489999999999999,0.00321,0.0685,0.74,4,218000
"crystal - 2017 remaster, fleetwood mac",spotify:track:4mPHXe0GwQM24wpLa64mjY,123.845,0.5589999999999999,0.289,4,-12.847999999999999,0,0.0315,0.618,0.000393,0.111,0.201,3,311053
"say you love me - 2017 remaster, fleetwood mac",spotify:track:4xmxQlwx8KMBK56zIn0Y8B,128.721,0.718,0.726,9,-8.491,1,0.0296,0.0125,0.0069900000000000006,0.11199999999999999,0.935,4,249907
"landslide - 2017 remaster, fleetwood mac",spotify:track:7lir0j0yV5XM06AgKyAlIX,160.168,0.431,0.297,7,-14.933,0,0.0307,0.847,0.000589,0.115,0.467,4,199213
"world turning - 2017 remaster, fleetwood mac",spotify:track:0ixjGEJjAVUIHQex2I2opM,115.617,0.6779999999999999,0.5660000000000001,2,-12.244000000000002,1,0.0311,0.294,0.0125,0.11,0.888,4,264733
"sugar daddy - 2017 remaster, fleetwood mac",spotify:track:7qpRuHgDwkVNnpUh3SRlDO,122.677,0.8059999999999999,0.5329999999999999,9,-8.241,1,0.0366,0.00719,0.442,0.099,0.93,4,249800
"i'm so afraid - 2017 remaster, fleetwood mac",spotify:track:7lcvdNi4DgMmC50hh0oURy,125.53200000000001,0.46299999999999997,0.617,0,-9.372,1,0.0348,0.000167,0.741,0.084,0.40299999999999997,4,270147
"rhiannon (will you ever win) - single; 2017 remaster, fleetwood mac",spotify:track:4gcz959YVbjQJd8NYrasZf,129.995,0.684,0.64,9,-8.942,0,0.0304,0.39799999999999996,0.0266,0.10099999999999999,0.778,4,228320
"strange days, the doors",spotify:track:4WFVX3E568hdAixIj3U222,121.57,0.41100000000000003,0.763,9,-6.7379999999999995,0,0.0541,0.19899999999999998,0.00447,0.32899999999999996,0.462,4,186560
"you're lost little girl, the doors",spotify:track:5onlaW8X1ps8VS4DhxpFom,111.7,0.509,0.386,4,-10.401,0,0.0269,0.63,6.18e-05,0.125,0.389,4,180573
"love me two times, the doors",spotify:track:67HxeUADW4H3ERfaPW59ma,132.846,0.684,0.698,9,-6.218999999999999,1,0.040999999999999995,0.332,5.16e-06,0.122,0.8390000000000001,4,195107
"unhappy girl, the doors",spotify:track:7MW3s6XnZua7CNQAfmdGe8,127.10700000000001,0.48700000000000004,0.55,5,-7.1,0,0.038,0.609,0.0,0.0992,0.634,4,117067
"horse latitudes, the doors",spotify:track:6vcqR6rCL2k4EDhqH8gzeO,44.323,0.20800000000000002,0.9540000000000001,2,-10.833,0,0.33399999999999996,0.657,2.01e-05,0.685,0.0404,4,95227
"moonlight drive, the doors",spotify:track:0ja1dJM5gBTjk5U9wsMP9r,113.266,0.611,0.7340000000000001,2,-6.686,1,0.0334,0.605,0.0,0.0892,0.82,4,181347
"my eyes have seen you, the doors",spotify:track:6HSQ5z5afdLjhphHWfPiEG,131.715,0.41700000000000004,0.83,4,-7.206,0,0.0532,0.284,0.0,0.0863,0.943,4,147200
"i can't see your face in my mind, the doors",spotify:track:6wov6IWJkisFG6rUZIESsB,97.17299999999999,0.561,0.315,9,-12.21,0,0.0472,0.638,1.8e-05,0.493,0.43200000000000005,4,203293
"when the music's over, the doors",spotify:track:42dsUTJpzMWUJfEkzsbKWl,98.196,0.532,0.45899999999999996,9,-10.329,1,0.0307,0.172,6.61e-05,0.0472,0.597,4,659267
"soul kitchen, the doors",spotify:track:2Xdc6qyaFBJZ8QW1KhpVci,115.84299999999999,0.679,0.44299999999999995,9,-7.376,1,0.0394,0.33,0.0,0.0533,0.609,4,213000
"twentieth century fox, the doors",spotify:track:7mc2TP4Vzuyw2vNf1bLW9f,114.208,0.583,0.675,9,-7.126,1,0.0318,0.316,0.0,0.0472,0.693,4,151667
"alabama song (whisky bar), the doors",spotify:track:0JNZGIavoUrdup1NsgJOQs,170.676,0.568,0.645,5,-8.363,1,0.0416,0.5429999999999999,0.0,0.191,0.9009999999999999,4,197400
"back door man, the doors",spotify:track:03By6gD02qhtvIQiK8KidK,177.233,0.47600000000000003,0.612,9,-7.01,1,0.0335,0.287,0.000252,0.0877,0.909,4,212427
"i looked at you, the doors",spotify:track:6vCLIvOIabRk1XQfMb6RXi,148.814,0.396,0.7070000000000001,0,-7.989,1,0.0708,0.0257,0.0,0.11,0.843,4,140160
"end of the night, the doors",spotify:track:09ezgACZuwWZt6CtQSSLRG,72.081,0.41,0.218,11,-12.544,0,0.0293,0.902,0.000396,0.135,0.0755,4,170693
"take it as it comes, the doors",spotify:track:4pxHVL0syMQwYK3BxDaTIs,149.244,0.414,0.5539999999999999,4,-7.68,0,0.0328,0.00243,0.0,0.18,0.531,4,134933
"the end, the doors",spotify:track:5UgT7w6zVZjP3oyawMzbiK,105.70200000000001,0.34700000000000003,0.302,0,-12.104000000000001,1,0.0291,0.163,9.17e-05,0.14,0.0332,4,703373
"hello, i love you, the doors",spotify:track:3bWGaqVeYKMlLss40mPgNn,117.835,0.597,0.5539999999999999,11,-14.144,0,0.0425,0.028999999999999998,0.0,0.0766,0.963,4,133200
"love street, the doors",spotify:track:5Q2Im8o4RthlAMkvUMYwGj,118.821,0.7090000000000001,0.305,9,-14.809000000000001,0,0.0397,0.687,0.0,0.265,0.483,4,169533
"not to touch the earth, the doors",spotify:track:4CyqGx74ElL4WC5TaEbx0x,119.29299999999999,0.41600000000000004,0.594,5,-13.718,1,0.0455,0.0286,0.000526,0.21100000000000002,0.48100000000000004,4,234440
"summer's almost gone, the doors",spotify:track:657O4nJxZktsNDvBimhZ0i,92.71,0.486,0.218,0,-17.289,0,0.0261,0.8640000000000001,0.0016600000000000002,0.397,0.638,4,199427
"wintertime love, the doors",spotify:track:5XZKjnMgqL4fHTS5at7657,169.695,0.402,0.358,2,-15.56,1,0.0342,0.0809,0.000144,0.201,0.662,3,112707
"spanish caravan, the doors",spotify:track:32bJv8V2Xgi5mtxdPcsi8B,139.20600000000002,0.38,0.38799999999999996,4,-16.123,0,0.0413,0.28800000000000003,0.0175,0.322,0.265,4,178307
"we could be so good together, the doors",spotify:track:4CIGLBUyPKZzHoYankmQzk,143.439,0.505,0.359,7,-13.027999999999999,1,0.0422,0.158,0.0,0.102,0.799,4,143267
"yes, the river knows, the doors",spotify:track:6jrzTN8AezZ9SgE2UMb9tE,75.733,0.551,0.177,6,-18.409000000000002,0,0.0357,0.8540000000000001,1.05e-05,0.239,0.22399999999999998,4,154640
"five to one, the doors",spotify:track:5FlBGGwGuqYmqr0qeBWrxe,87.959,0.615,0.401,4,-14.07,0,0.0507,0.203,0.0,0.086,0.672,4,264960
"the unknown soldier, the doors",spotify:track:78JYtz4yOPqAEgZZc3SBLT,115.71700000000001,0.461,0.36700000000000005,2,-13.85,1,0.10400000000000001,0.29100000000000004,0.0216,0.366,0.6709999999999999,4,201107
"tell all the people, the doors",spotify:track:0g1NRq4KmbEYgzaPF7G6CG,173.41099999999997,0.34700000000000003,0.32799999999999996,4,-14.898,1,0.0321,0.611,0.0,0.289,0.679,4,200267
"touch me, the doors",spotify:track:4BVE5tIIpYabZcYCbephNW,108.74799999999999,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.11699999999999999,0.769,4,190253
"shaman's blues, the doors",spotify:track:4MSGvOyqjifxU0TtDxhQil,145.642,0.524,0.41200000000000003,5,-14.537,1,0.0283,0.335,0.000454,0.0964,0.7340000000000001,3,287600
"do it, the doors",spotify:track:0wepIheFRGnHEDmZwfINp6,100.20100000000001,0.354,0.58,2,-14.365,1,0.0355,0.0989,0.32299999999999995,0.384,0.513,4,188627
"easy ride, the doors",spotify:track:5ypTWakSUT3kLLYtbUFGfO,120.463,0.622,0.7290000000000001,0,-14.184000000000001,1,0.0325,0.0799,1.7800000000000002e-05,0.14800000000000002,0.851,4,161333
"wishful sinful, the doors",spotify:track:13ejmQX8lVzeKijqMWiNO7,115.376,0.44299999999999995,0.294,7,-14.800999999999998,1,0.0296,0.72,0.000149,0.0997,0.49200000000000005,4,175827
"the soft parade, the doors",spotify:track:0YMzPd9mYx4txOuCnhYUGU,102.581,0.675,0.496,9,-13.312999999999999,0,0.046,0.0677,0.000813,0.209,0.7120000000000001,4,514640
"roadhouse blues, the doors",spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,121.119,0.623,0.633,9,-8.212,1,0.0304,0.336,4.6e-05,0.147,0.895,4,243827
"waiting for the sun, the doors",spotify:track:6KVM6U9Wcxgjh0jDjoRDgh,89.296,0.5539999999999999,0.512,9,-7.6,0,0.0237,0.0836,0.000332,0.10300000000000001,0.23600000000000002,4,238627
"peace frog, the doors",spotify:track:5piJiL6aRhvrKBa9YuEfS9,112.529,0.6409999999999999,0.725,7,-7.376,1,0.039,0.16,0.00321,0.648,0.8079999999999999,4,170133
"blue sunday, the doors",spotify:track:2g3JAKjKruTL40VffoGLmg,150.315,0.35700000000000004,0.331,5,-11.66,1,0.0294,0.61,0.0396,0.0952,0.147,4,132949
"ship of fools, the doors",spotify:track:2r63hMQCds09Rf30DrNTav,156.93200000000002,0.36700000000000005,0.6890000000000001,2,-7.231,1,0.0295,0.38799999999999996,0.0393,0.121,0.493,4,188507
"the spy, the doors",spotify:track:3yDEadQDdmdxYBOeMX6bDW,80.632,0.47200000000000003,0.402,2,-10.242,1,0.0374,0.215,0.00173,0.0976,0.531,4,255600
"queen of the highway, the doors",spotify:track:1tBMs9Rmw3UMvPJrsXsUyL,125.095,0.6609999999999999,0.595,5,-9.582,0,0.037000000000000005,0.605,0.000667,0.0888,0.6970000000000001,4,167200
"indian summer, the doors",spotify:track:2hdeaGl9nT3UoQIgSqctHj,102.67299999999999,0.495,0.154,2,-17.792,1,0.0301,0.8590000000000001,0.139,0.106,0.147,4,154067
"maggie m'gill, the doors",spotify:track:6PtRNOkuXALHwogMnc9NCx,93.771,0.7559999999999999,0.474,9,-12.224,0,0.0304,0.10400000000000001,0.0326,0.0797,0.905,4,264333
"newborn awakening, jim morrison",spotify:track:2EStd4GGmC155o0ZQROmqB,112.125,0.5489999999999999,0.45,0,-14.252,1,0.0681,0.374,0.00040899999999999997,0.147,0.46399999999999997,4,144933
"latino chrome, jim morrison",spotify:track:6D3khUrffefpPpb9zWnVrs,122.751,0.732,0.305,9,-17.019000000000002,0,0.13,0.0255,0.445,0.138,0.9590000000000001,4,134587
"the hitchhiker, jim morrison",spotify:track:7G6YN3cb8Lo4Vd6wQSpznq,103.54,0.45899999999999996,0.177,11,-27.889,0,0.057999999999999996,0.496,0.0,0.366,0.613,4,135827
"hour for magic, jim morrison",spotify:track:4MUwsIjjmv4q5gy70v7lma,115.89399999999999,0.467,0.17300000000000001,2,-21.039,1,0.0604,0.624,0.00105,0.113,0.218,5,77907
"cool, calm and collected, the rolling stones",spotify:track:1gAzpveRbAlqdvDqhuMVIC,107.93799999999999,0.622,0.851,10,-6.67,1,0.0468,0.359,0.0532,0.0711,0.741,4,258307
"across the universe - remastered 2009, the beatles",spotify:track:4dkoqJrP0L8FXftrMZongF,152.126,0.257,0.41200000000000003,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,4,228133
"blue letter, fleetwood mac",spotify:track:2uQZisZ4VWfidHsaHel7YK,149.751,0.484,0.8959999999999999,9,-7.3260000000000005,1,0.0429,0.00238,0.0,0.107,0.807,4,162040
"don't stop - 2004 remaster, fleetwood mac",spotify:track:3CPeWqqaHR0hmyfsWhMJQs,118.73100000000001,0.672,0.72,9,-7.781000000000001,1,0.035,0.0373,9.38e-06,0.0371,0.828,4,193347
"candy says, the velvet underground",spotify:track:3tsFGpQxRG7fTFOS6Do0YC,79.22,0.519,0.0596,2,-23.386,1,0.0316,0.9329999999999999,0.713,0.105,0.267,4,243667
"jackie and wilson, hozier",spotify:track:0PywzrV955BnXDC8FHAf0n,82.311,0.563,0.727,6,-4.202,1,0.036000000000000004,0.0579,7.59e-06,0.0937,0.745,4,223120
"the music never stopped - 2013 remaster, grateful dead",spotify:track:5te7uKM0hYcPjf3ScBA9fS,106.074,0.7070000000000001,0.41,9,-12.845,1,0.0551,0.778,0.00027,0.504,0.634,4,276489
"bron-y-aur stomp - 2012 remaster, led zeppelin",spotify:track:1dK6cNOMYjEP3QGYOfwP6t,108.291,0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.33299999999999996,4,257346
"ships with sails, the doors",spotify:track:0mfNrDwtJVi3F4IWVhrWbl,153.089,0.675,0.504,0,-12.902999999999999,1,0.0362,0.615,0.136,0.07,0.7290000000000001,3,461560
"runnin' blue, the doors",spotify:track:0y2Vz9T2PImD6YUdMq9Ebl,111.61,0.6759999999999999,0.35200000000000004,2,-13.857999999999999,1,0.0384,0.635,0.0,0.0417,0.787,4,146027
"commit a crime, the rolling stones",spotify:track:5hWH3pUZccd9fiDvR19GJl,124.12299999999999,0.563,0.802,2,-4.496,1,0.0311,0.23,0.667,0.534,0.777,4,218307
"modern love - 1999 remaster, david bowie",spotify:track:7LyIoUsiMtelB1I0I4drEF,181.329,0.315,0.889,0,-8.192,1,0.040999999999999995,0.000376,0.0024100000000000002,0.133,0.961,4,288467
"out on the tiles - 2012 remaster, led zeppelin",spotify:track:6fxcpQMUoX0ofnbIHVnVWN,94.141,0.418,0.9620000000000001,4,-8.423,1,0.0567,0.083,0.00282,0.138,0.59,4,247345
"back on the chain gang - 2007 remaster, pretenders",spotify:track:4cMHCRLPNoEbpnl2rz6GS9,153.24,0.598,0.9009999999999999,2,-6.081,1,0.0359,0.11599999999999999,0.0401,0.17800000000000002,0.8140000000000001,4,231120
"rebel rebel - 1999 remaster, david bowie",spotify:track:66lOpKgTyFjOrac4S1s94g,126.34100000000001,0.6759999999999999,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,4,269360
"head held high - 2015 remaster, the velvet underground",spotify:track:59RpnSj9D7LG1Yo1LVjzF5,134.457,0.564,0.909,0,-7.621,1,0.0544,0.00134,0.0092,0.528,0.8959999999999999,4,176893
"surprise, surprise, the rolling stones",spotify:track:13SUnVbXf66LB2F99DB0Gu,107.706,0.741,0.872,4,-8.898,1,0.0711,0.0211,2.9100000000000003e-05,0.0789,0.9229999999999999,4,151747
